"Date","Time","Remark","Party","Category","Mode","Cash In","Cash Out","Balance"
"15 May 2025","08:51 AM","Ice Dish","","Food","Cash","","40","19259.8"
"15 May 2025","08:51 AM","Momos","","Food","Cash","","40","19299.8"
"16 May 2025","06:12 AM","Bus","","Travel","Cash","","500","18759.8"
"16 May 2025","08:52 AM","Mobile Recharge","","Phone","Cash","","800.9","17958.9"
"16 May 2025","07:11 PM","Car","","Travel","Cash","","187","17771.9"
"16 May 2025","07:11 PM","Leptop Service","","Maintenance","Cash","","850","16921.9"
"16 May 2025","09:49 PM","Chhole Kulche","","Food","Cash","","70","16851.9"
"16 May 2025","09:50 PM","Pizza","","Food","Cash","","197.4","16654.5"
"18 May 2025","03:34 PM","Pocket Money","","Home","Cash","6000","","22654.5"
"19 May 2025","10:12 PM","Rickshaw","","Travel","Cash","","130","22524.5"
"20 May 2025","08:23 PM","Rickshaw","","Travel","Cash","","70","22454.5"
"20 May 2025","10:11 PM","Ice Cream","","Food","Cash","","60","22394.5"
"21 May 2025","10:11 PM","Rickshaw","","Food","Cash","","80","22314.5"
"22 May 2025","04:21 PM","PG Token","","Other","Cash","","1000","21314.5"
"22 May 2025","08:15 PM","Rickshaw","","Travel","Cash","","90","21224.5"
"22 May 2025","08:16 PM","Bus","","Travel","Cash","","10","21214.5"
"22 May 2025","08:21 PM","Ice Dish","","Food","Cash","","40","21174.5"
"22 May 2025","08:22 PM","Ice Cream","","Food","Cash","","20","21134.5"
"22 May 2025","08:22 PM","Sugarcane Juice","","Food","Cash","","20","21154.5"
"23 May 2025","05:38 PM","Wafers","","Food","Cash","","30","21084.5"
"23 May 2025","05:38 PM","Cold Drink","","Food","Cash","","20","21114.5"
"23 May 2025","08:27 PM","Bus","","Travel","Cash","","20","21064.5"
"23 May 2025","08:29 PM","Rickshaw","","Travel","Cash","","110","20954.5"
"24 May 2025","01:52 PM","Badam Shake","","Food","Cash","","30","20884.5"
"24 May 2025","01:52 PM","Cold Drink","","Food","Cash","","40","20914.5"
"24 May 2025","01:53 PM","Chhole Kulche","","Food","Cash","","50","20804.5"
"24 May 2025","01:53 PM","Dhokala","","Food","Cash","","30","20854.5"
"25 May 2025","12:28 AM","Panipuri","","Food","Cash","","20","20163.7"
"25 May 2025","12:28 AM","Sugarcane Juice","","Food","Cash","","80","20183.7"
"25 May 2025","12:28 AM","Panjabi Food","","Food","Cash","","540.8","20263.7"
"26 May 2025","12:16 AM","Wafers","","Food","Cash","","40","20123.7"
"26 May 2025","12:35 AM","Rickshaw","","Travel","Cash","","118","20005.7"
"26 May 2025","12:36 AM","Chhole Kulche","","Food","Cash","","70","19895.7"
"26 May 2025","12:36 AM","Toothpaste","","Basic","Cash","","20","19965.7"
"26 May 2025","12:36 AM","Cold Drink","","Food","Cash","","20","19985.7"
"26 May 2025","12:37 AM","Ear Cotton Stick","","Basic","Cash","","30","19865.7"
"26 May 2025","12:38 AM","Ice Cream","","Food","Cash","","20","19845.7"
"27 May 2025","12:17 AM","Rickshaw","","Travel","Cash","","80","19765.7"
"27 May 2025","12:18 AM","Panipuri","","Food","Cash","","40","19615.7"
"27 May 2025","12:18 AM","Office Lunch","","Food","Cash","","110","19655.7"
"27 May 2025","12:19 AM","Ice Cream","","Food","Cash","","20","19595.7"
"28 May 2025","04:22 PM","Flat Deposit","","Rent","Cash","","8400","11195.7"
"28 May 2025","09:24 PM","Rickshaw","","Travel","Cash","","80","11115.7"
"28 May 2025","09:24 PM","Rent","","Rent","Cash","","4200","6915.7"
"28 May 2025","09:26 PM","Bike","","Travel","Cash","","59","6856.7"
